year,GEOID,NAME,race_ethnicity,sex,adult_above_poverty_line_pop,adult_below_poverty_line_pop,child_above_poverty_line_pop,child_below_poverty_line_pop,total_child_pop,total_pop,total_pov,child_pov_pct,pov_pct,adult_above_poverty_line_pop_moe,adult_below_poverty_line_pop_moe,child_above_poverty_line_pop_moe,child_below_poverty_line_pop_moe,total_child_pop_moe,total_pop_moe,total_pov_moe,child_pov_pct_moe,pov_pct_moe,high_child_pov_pct_moe,high_pov_pct_moe,child_poverty_year,total_poverty_year
2023,24001000200,Census Tract 2; Allegany County; Maryland,blackorafricanamericanalone,female,0,0,0,0,0,0,0,,,37.0540146272978,37.0540146272978,34.3074335968169,34.3074335968169,48.5180378828328,71.4142842854285,50.4975246918104,,,FALSE,FALSE,2023,2023
2023,24001000200,Census Tract 2; Allegany County; Maryland,blackorafricanamericanalone,male,6,2,0,0,0,8,2,,1,36.3455636907725,31.4483703870328,34.3074335968169,34.3074335968169,48.5180378828328,68.2934843158555,46.5403051128804,,0,FALSE,TRUE,2023,2021
2023,24001000200,Census Tract 2; Allegany County; Maryland,blackorafricanamericanalone,total,6,2,0,0,0,8,2,,1,51.9133894096697,48.6106984109465,48.5283422342037,48.5283422342037,68.629439747094,98.8331928048467,68.6876990442976,,0,FALSE,TRUE,2023,2021
2023,24001000200,Census Tract 2; Allegany County; Maryland,combinedother,female,3,0,0,0,0,3,0,,,62.9046898092662,64.1638527521532,59.4053869611166,59.4053869611166,84.0119039184329,123.012194517454,87.4414089547967,,,FALSE,TRUE,2023,2021
2023,24001000200,Census Tract 2; Allegany County; Maryland,combinedother,male,1,2,0,0,0,3,2,,1,62.8171950981577,62.6897120746299,59.4053869611166,59.4053869611166,84.0119039184329,122.204746225341,86.3655023721856,,0,FALSE,TRUE,2023,2022
2023,24001000200,Census Tract 2; Allegany County; Maryland,combinedother,total,4,2,0,0,0,6,2,,1,88.9044430835715,89.7106459680232,84.0178552451799,84.0178552451799,118.819190369233,173.407035612746,122.910536570304,,0,FALSE,TRUE,2023,2021
2023,24001000200,Census Tract 2; Allegany County; Maryland,hispanicorlatino,female,0,0,0,0,0,0,0,,,37.0540146272978,37.0540146272978,34.3074335968169,34.3074335968169,48.5180378828328,71.4142842854285,50.4975246918104,,,FALSE,FALSE,2023,2023
2023,24001000200,Census Tract 2; Allegany County; Maryland,hispanicorlatino,male,0,0,0,0,0,0,0,,,37.0540146272978,37.0540146272978,34.3074335968169,34.3074335968169,48.5180378828328,71.4142842854285,50.4975246918104,,,FALSE,FALSE,2023,2023
2023,24001000200,Census Tract 2; Allegany County; Maryland,hispanicorlatino,total,0,0,0,0,0,0,0,,,52.4118307255146,52.4118307255146,48.5283422342037,48.5283422342037,68.629439747094,101.014850393395,71.4282857137143,,,FALSE,FALSE,2023,2023
2023,24001000200,Census Tract 2; Allegany County; Maryland,total,female,1163,72,171,79,250,1485,151,0.316,0.101683501683502,234.377899982059,54.4793538875049,92.3958873543623,64.482555780614,112.672090599225,265.699077905814,84.4156383616211,0.215047086192769,0.0538555118601527,FALSE,FALSE,2023,2023
2023,24001000200,Census Tract 2; Allegany County; Maryland,total,male,1103,130,230,83,313,1546,213,0.26517571884984,0.13777490297542,203.029554498846,69.8569967862919,103.184301131519,71.014083110324,125.259730160974,248.577955579331,99.6142560078627,0.200533845400683,0.0605057598526245,FALSE,FALSE,2023,2023
2023,24001000200,Census Tract 2; Allegany County; Maryland,total,total,2266,202,401,162,563,3031,364,0.287744227353464,0.120092378752887,310.088696988458,88.5945822271317,138.509927442043,95.9270556204036,168.484420644759,363.855740644558,130.579477713766,0.14702431215471,0.0405976060468447,FALSE,FALSE,2023,2023
2023,24001000200,Census Tract 2; Allegany County; Maryland,twoormoreraces,female,17,0,23,0,23,40,0,,,35.3694783676548,37.0540146272978,39.2300904918661,34.3074335968169,52.1152568831815,73.0753036257804,50.4975246918104,,,TRUE,TRUE,2020,2019
