GEOID,NAME,variable,population,moe,edu_less_than_hs_pct,disability_pct,linguistic_isolation_pct,female_headed_family_pct,child_poverty_pct,child_poverty_moe,unemployment_pct,lf_participation_pct,total_population,year,xgb_pred,smoothed_pred
24015030505,Census Tract 305.05; Cecil County; Maryland,B01003_001,3582,682,0.047,0.185,0.039,0.298,0.187,13.5,0.055,0.676,3582,2023,0.166043043136597,0.152927961658107
24015030904,Census Tract 309.04; Cecil County; Maryland,B01003_001,7799,1253,0.008,0.164,0.003,0.074,0.067,7.6,0.004,0.639,7799,2023,0.057752437889576,0.0947432439839357
24015031202,Census Tract 312.02; Cecil County; Maryland,B01003_001,5470,409,0.033,0.158,0.002,0.346,0.149,9.8,0.047,0.626,5470,2023,0.138642951846123,0.118204183060198
24017850709,Census Tract 8507.09; Charles County; Maryland,B01003_001,7406,827,0.02,0.127,0.039,0.363,0.014,2.1,0.088,0.681,7406,2023,0.150499269366264,0.0928703327140652
24017850202,Census Tract 8502.02; Charles County; Maryland,B01003_001,4713,386,0.033,0.142,0.015,0.456,0.015,2.3,0.042,0.639,4713,2023,0.128300786018372,0.148726190491406
24019970600,Census Tract 9706; Dorchester County; Maryland,B01003_001,5299,513,0.017,0.12,0.009,0.56,0.185,13.6,0.051,0.689,5299,2023,0.134831011295319,0.152168860292007
24011955600,Census Tract 9556; Caroline County; Maryland,B01003_001,4500,281,0.056,0.193,0.039,0.427,0.451,15.6,0.066,0.61,4500,2023,0.208137407898903,0.127033298092623
24023000100,Census Tract 1; Garrett County; Maryland,B01003_001,3999,418,0.017,0.194,0.004,0.193,0.121,7.7,0.046,0.628,3999,2023,0.111493468284607,0.11035530618053
24037875000,Census Tract 8750; St. Mary's County; Maryland,B01003_001,6172,855,0,0.088,0.01,0.144,0.007,2,0.024,0.729,6172,2023,0.0423024520277977,0.0862282016148542
24037875700,Census Tract 8757; St. Mary's County; Maryland,B01003_001,6974,1045,0.03,0.129,0.003,0.191,0.116,14.4,0.054,0.647,6974,2023,0.0703854486346245,0.0851231879829314
24047951500,Census Tract 9515; Worcester County; Maryland,B01003_001,4924,414,0.001,0.239,0.011,0.426,0.107,10.9,0.1,0.663,4924,2023,0.202170148491859,0.136656890640716
24047950900,Census Tract 9509; Worcester County; Maryland,B01003_001,2244,253,0.006,0.098,0.01,0.215,0.08,9.3,0.087,0.637,2244,2023,0.111291363835335,0.1488432469821
24047950800,Census Tract 9508; Worcester County; Maryland,B01003_001,5149,558,0.015,0.158,0.003,0.188,0.068,10.3,0.032,0.626,5149,2023,0.0862138941884041,0.11139187912137
24025304101,Census Tract 3041.01; Harford County; Maryland,B01003_001,5106,592,0.006,0.131,0.003,0.11,0.023,3.8,0.064,0.582,5106,2023,0.0709905475378037,0.0714752075204406
24025301301,Census Tract 3013.01; Harford County; Maryland,B01003_001,4801,513,0.027,0.129,0.014,0.26,0,5.4,0.045,0.603,4801,2023,0.106741301715374,0.131584262786056
24025303400,Census Tract 3034; Harford County; Maryland,B01003_001,4664,492,0.005,0.089,0.019,0.161,0.118,13.2,0.011,0.635,4664,2023,0.0626816675066948,0.0932281373515582
24025303801,Census Tract 3038.01; Harford County; Maryland,B01003_001,2883,314,0.031,0.1,0.069,0.373,0.321,25.3,0.066,0.651,2883,2023,0.131595000624657,0.11480187326857
24025303501,Census Tract 3035.01; Harford County; Maryland,B01003_001,7827,730,0.007,0.116,0.034,0.157,0.042,5.4,0.012,0.641,7827,2023,0.068130150437355,0.0625777490784519
24025304201,Census Tract 3042.01; Harford County; Maryland,B01003_001,7484,984,0.008,0.069,0.012,0.166,0,2.4,0,0.664,7484,2023,0.0254729185253382,0.0525810434906082
24025301704,Census Tract 3017.04; Harford County; Maryland,B01003_001,3183,321,0.003,0.121,0.019,0.307,0.046,5.1,0.008,0.74,3183,2023,0.0882056877017021,0.112982204032938
24027602306,Census Tract 6023.06; Howard County; Maryland,B01003_001,5616,631,0.001,0.079,0.08,0.201,0.019,3.1,0.026,0.723,5616,2023,0.0622920766472817,0.0751496145241846
24027602900,Census Tract 6029; Howard County; Maryland,B01003_001,4713,688,0.023,0.09,0.115,0.264,0.018,2.8,0.04,0.609,4713,2023,0.124422192573547,0.134564132285242
24027606701,Census Tract 6067.01; Howard County; Maryland,B01003_001,2769,448,0.019,0.09,0.015,0.199,0.209,22.4,0.019,0.561,2769,2023,0.08890400826931,0.148742613028189
24027606905,Census Tract 6069.05; Howard County; Maryland,B01003_001,8069,1174,0.02,0.071,0.075,0.177,0.154,17.6,0.051,0.804,8069,2023,0.0525211058557034,0.0713920932196932
24029950200,Census Tract 9502; Kent County; Maryland,B01003_001,4370,367,0.002,0.108,0.02,0.253,0.076,9.4,0.048,0.658,4370,2023,0.084448903799057,0.123719742945124
24031704200,Census Tract 7042; Montgomery County; Maryland,B01003_001,2248,325,0.005,0.098,0.095,0.203,0.069,8,0.064,0.68,2248,2023,0.0897772535681725,0.134140576344049
24031701409,Census Tract 7014.09; Montgomery County; Maryland,B01003_001,4769,810,0.01,0.099,0.127,0.169,0.018,3.1,0.056,0.685,4769,2023,0.0622920766472817,0.133546479093235
24031705901,Census Tract 7059.01; Montgomery County; Maryland,B01003_001,4353,620,0.012,0.062,0.094,0.172,0.013,1.9,0.05,0.638,4353,2023,0.0473100580275059,0.0764338668412453
24031701407,Census Tract 7014.07; Montgomery County; Maryland,B01003_001,5835,767,0.024,0.098,0.109,0.129,0.055,4.9,0.036,0.613,5835,2023,0.0651961863040924,0.114627399129445
24031701505,Census Tract 7015.05; Montgomery County; Maryland,B01003_001,7572,1166,0.085,0.126,0.263,0.26,0.292,17.1,0.108,0.686,7572,2023,0.164710894227028,0.106307802049369
24031700818,Census Tract 7008.18; Montgomery County; Maryland,B01003_001,6599,749,0.054,0.085,0.249,0.32,0.323,19.8,0.089,0.694,6599,2023,0.164040610194206,0.108165567857258
24031700604,Census Tract 7006.04; Montgomery County; Maryland,B01003_001,6835,645,0.031,0.035,0.066,0.113,0.006,1,0.035,0.697,6835,2023,0.0398719795048237,0.0640138833061535
24031701316,Census Tract 7013.16; Montgomery County; Maryland,B01003_001,6576,829,0.03,0.056,0.068,0.21,0.022,3.5,0.036,0.641,6576,2023,0.0526506453752518,0.0824266237151541
24031704600,Census Tract 7046; Montgomery County; Maryland,B01003_001,5141,587,0.039,0.078,0.07,0.194,0.01,1.7,0.039,0.755,5141,2023,0.0770310312509537,0.0721973837112441
24031705400,Census Tract 7054; Montgomery County; Maryland,B01003_001,2884,23,0,0.062,0.015,0.104,0.01,1.4,0.041,0.646,2884,2023,0.0429793372750282,0.146427269281286
24031701006,Census Tract 7010.06; Montgomery County; Maryland,B01003_001,5492,891,0.006,0.053,0.069,0.195,0.005,0.8,0.029,0.607,5492,2023,0.0667740553617477,0.0910877586759423
24031703201,Census Tract 7032.01; Montgomery County; Maryland,B01003_001,8314,1362,0.094,0.065,0.176,0.117,0.027,4.1,0.04,0.762,8314,2023,0.0812023729085922,0.120638403267246
24031705601,Census Tract 7056.01; Montgomery County; Maryland,B01003_001,3254,502,0.01,0.029,0.006,0.254,0,4.2,0.018,0.756,3254,2023,0.0622177943587303,0.149795248222348
24031700204,Census Tract 7002.04; Montgomery County; Maryland,B01003_001,2301,377,0.021,0.177,0.039,0.161,0.195,19.2,0.017,0.687,2301,2023,0.111988440155983,0.128573669604121
24031700206,Census Tract 7002.06; Montgomery County; Maryland,B01003_001,5764,786,0.045,0.082,0.032,0.081,0,3.1,0.023,0.762,5764,2023,0.0789229646325111,0.0797329029094782
24031701418,Census Tract 7014.18; Montgomery County; Maryland,B01003_001,3553,529,0.054,0.056,0.122,0.375,0.025,3.8,0.062,0.728,3553,2023,0.135702311992645,0.151754795821763
24031701900,Census Tract 7019; Montgomery County; Maryland,B01003_001,3160,742,0.253,0.066,0.306,0.23,0.659,21,0.045,0.783,3160,2023,0.207718729972839,0.172186634534032
24031701507,Census Tract 7015.07; Montgomery County; Maryland,B01003_001,5337,910,0.022,0.102,0.133,0.181,0.006,1,0.032,0.635,5337,2023,0.0711075514554977,0.130109566468767
24031701202,Census Tract 7012.02; Montgomery County; Maryland,B01003_001,2649,277,0.005,0.062,0.042,0.146,0.02,2.6,0.017,0.694,2649,2023,0.0505843013525009,0.135877472865216
24031703208,Census Tract 7032.08; Montgomery County; Maryland,B01003_001,5253,763,0.038,0.064,0.025,0.202,0.084,8.7,0.034,0.707,5253,2023,0.0661746859550476,0.129025931710402
24031700400,Census Tract 7004; Montgomery County; Maryland,B01003_001,2512,332,0.019,0.106,0.057,0.166,0.019,2.2,0.014,0.673,2512,2023,0.0780991911888123,0.147276434469922
24031701001,Census Tract 7010.01; Montgomery County; Maryland,B01003_001,5462,590,0.056,0.121,0.132,0.22,0.155,11.9,0.014,0.628,5462,2023,0.112007573246956,0.135994566992523
24041960501,Census Tract 9605.01; Talbot County; Maryland,B01003_001,4214,417,0.023,0.126,0.025,0.291,0.054,5.7,0.031,0.603,4214,2023,0.114994391798973,0.163129513142537
24041960800,Census Tract 9608; Talbot County; Maryland,B01003_001,1882,236,0.022,0.199,0.021,0.203,0.113,12.5,0.007,0.527,1882,2023,0.125342130661011,0.144956976259415
24510271200,Census Tract 2712; Baltimore city; Maryland,B01003_001,6233,803,0.016,0.072,0.026,0.188,0.013,2.3,0.034,0.691,6233,2023,0.0566467754542828,0.131047601520572
24510280102,Census Tract 2801.02; Baltimore city; Maryland,B01003_001,5355,956,0.025,0.284,0.21,0.335,0.586,35.5,0.118,0.562,5355,2023,0.356807112693787,0.186206435432389
24043000900,Census Tract 9; Washington County; Maryland,B01003_001,3781,549,0.067,0.219,0.103,0.214,0.578,20.8,0.046,0.53,3781,2023,0.237705036997795,0.188118442117501
24043010600,Census Tract 106; Washington County; Maryland,B01003_001,5432,781,0.014,0.122,0,0.161,0.006,1.2,0.02,0.625,5432,2023,0.0679739639163017,0.103563101100639
24043000301,Census Tract 3.01; Washington County; Maryland,B01003_001,3421,493,0.068,0.185,0.046,0.35,0.14,11.4,0.051,0.662,3421,2023,0.184860303997993,0.216853671719645
24043001002,Census Tract 10.02; Washington County; Maryland,B01003_001,3711,311,0.015,0.164,0.038,0.244,0.162,11.3,0.07,0.668,3711,2023,0.13471508026123,0.166727491792913
24510151300,Census Tract 1513; Baltimore city; Maryland,B01003_001,4345,852,0.072,0.277,0.029,0.575,0.3,20.8,0.081,0.51,4345,2023,0.363925814628601,0.252227291665095
24510140100,Census Tract 1401; Baltimore city; Maryland,B01003_001,4030,482,0.02,0.181,0.049,0.301,0,19.4,0.048,0.601,4030,2023,0.145760208368301,0.278377160833625
24510230300,Census Tract 2303; Baltimore city; Maryland,B01003_001,1434,212,0.008,0.092,0.01,0.309,0.608,47.9,0.015,0.894,1434,2023,0.356246918439865,0.165114030648846
24510090600,Census Tract 906; Baltimore city; Maryland,B01003_001,2525,533,0.058,0.19,0.041,0.597,0.477,44.4,0.141,0.602,2525,2023,0.425761520862579,0.270311882008691
24510260202,Census Tract 2602.02; Baltimore city; Maryland,B01003_001,6045,1398,0.034,0.133,0.111,0.621,0.313,24.9,0.016,0.631,6045,2023,0.237546697258949,0.177933564099502
24510160801,Census Tract 1608.01; Baltimore city; Maryland,B01003_001,3280,564,0.057,0.179,0.026,0.617,0.307,29.8,0.024,0.53,3280,2023,0.409144967794418,0.23892422391853
24510250103,Census Tract 2501.03; Baltimore city; Maryland,B01003_001,3304,450,0.092,0.301,0.03,0.499,0.039,6.6,0.077,0.45,3304,2023,0.319248378276825,0.212629985103394
24510270903,Census Tract 2709.03; Baltimore city; Maryland,B01003_001,5312,544,0,0.082,0.017,0.49,0.007,2.4,0.095,0.584,5312,2023,0.152449890971184,0.205619799835004
24510010100,Census Tract 101; Baltimore city; Maryland,B01003_001,2803,367,0.024,0.089,0.02,0.241,0,16.9,0.009,0.777,2803,2023,0.0958786681294441,0.16854895570124
24510160600,Census Tract 1606; Baltimore city; Maryland,B01003_001,2613,642,0.022,0.242,0,0.563,0,7.9,0.224,0.491,2613,2023,0.470293909311295,0.338570323735646
24510120100,Census Tract 1201; Baltimore city; Maryland,B01003_001,4126,557,0,0.081,0.059,0.382,0.116,13,0.014,0.78,4126,2023,0.104023680090904,0.173510650533637
24510280301,Census Tract 2803.01; Baltimore city; Maryland,B01003_001,3743,649,0.021,0.271,0.037,0.556,0.098,16.5,0.034,0.663,3743,2023,0.249353766441345,0.159319708715623
24510090200,Census Tract 902; Baltimore city; Maryland,B01003_001,3351,571,0.036,0.154,0.014,0.475,0.253,17.7,0.032,0.526,3351,2023,0.208446964621544,0.228203956294173
24510150400,Census Tract 1504; Baltimore city; Maryland,B01003_001,3794,891,0.057,0.235,0.023,0.33,0.478,39.9,0.156,0.505,3794,2023,0.347793877124786,0.347238064691918
24510272005,Census Tract 2720.05; Baltimore city; Maryland,B01003_001,3420,575,0,0.136,0.098,0.378,0.089,10,0.09,0.621,3420,2023,0.159988045692444,0.170767905468345
24510130806,Census Tract 1308.06; Baltimore city; Maryland,B01003_001,1562,233,0.031,0.122,0.004,0.387,0,25,0.067,0.697,1562,2023,0.213062062859535,0.269198928941265
24510020200,Census Tract 202; Baltimore city; Maryland,B01003_001,1389,175,0.028,0.12,0.107,0.39,0.305,32,0.029,0.704,1389,2023,0.230057194828987,0.196342589334347
24510280101,Census Tract 2801.01; Baltimore city; Maryland,B01003_001,2765,530,0.083,0.096,0.036,0.529,0.226,20.7,0.011,0.711,2765,2023,0.17970310151577,0.236759285876562
24510260401,Census Tract 2604.01; Baltimore city; Maryland,B01003_001,2225,373,0.129,0.265,0.266,0.351,0.827,15.1,0.028,0.382,2225,2023,0.515261769294739,0.248568558689461
24510200200,Census Tract 2002; Baltimore city; Maryland,B01003_001,1585,380,0.041,0.239,0.033,0.582,0.588,35.9,0.155,0.377,1585,2023,0.48261085152626,0.379704829217847
24510260605,Census Tract 2606.05; Baltimore city; Maryland,B01003_001,6531,1284,0.174,0.074,0.177,0.379,0.228,19.7,0.045,0.668,6531,2023,0.177641585469246,0.186516099770028
24510160802,Census Tract 1608.02; Baltimore city; Maryland,B01003_001,3156,725,0.052,0.146,0.009,0.512,0.447,25.9,0.133,0.555,3156,2023,0.257266461849213,0.274507039888332
24510130100,Census Tract 1301; Baltimore city; Maryland,B01003_001,2910,605,0.016,0.235,0.022,0.433,0.445,37.9,0.161,0.544,2910,2023,0.34206834435463,0.196483836259532
24510120400,Census Tract 1204; Baltimore city; Maryland,B01003_001,1985,374,0,0.168,0,0.554,0.145,20.7,0.005,0.608,1985,2023,0.196147695183754,0.27443663233785
24510260501,Census Tract 2605.01; Baltimore city; Maryland,B01003_001,4983,611,0.188,0.115,0.412,0.273,0.194,21.4,0.072,0.546,4983,2023,0.245902717113495,0.218763752573095
24045010604,Census Tract 106.04; Wicomico County; Maryland,B01003_001,5341,549,0.034,0.128,0.037,0.312,0.274,13.8,0.041,0.67,5341,2023,0.0980425849556923,0.108769801689492
24045010102,Census Tract 101.02; Wicomico County; Maryland,B01003_001,3144,435,0.012,0.122,0.075,0.325,0.091,8.6,0.053,0.696,3144,2023,0.12756322324276,0.18374990443412
24005450100,Census Tract 4501; Baltimore County; Maryland,B01003_001,3835,559,0.048,0.136,0.088,0.167,0.088,9.2,0.095,0.605,3835,2023,0.175723314285278,0.165885663686555
24005451801,Census Tract 4518.01; Baltimore County; Maryland,B01003_001,5404,686,0.023,0.136,0.023,0.284,0.287,19.3,0.06,0.647,5404,2023,0.112568795681,0.094112005848179
24005430900,Census Tract 4309; Baltimore County; Maryland,B01003_001,4736,908,0.021,0.108,0.08,0.277,0.255,23.9,0.049,0.709,4736,2023,0.0980425849556923,0.205323569889184
24005421200,Census Tract 4212; Baltimore County; Maryland,B01003_001,1864,262,0.028,0.229,0.037,0.286,0.242,19.9,0.067,0.565,1864,2023,0.216093584895134,0.189057994828144
24005451401,Census Tract 4514.01; Baltimore County; Maryland,B01003_001,4242,796,0.072,0.087,0.104,0.476,0.013,2.1,0.046,0.767,4242,2023,0.156147211790085,0.146665175189585
24005404202,Census Tract 4042.02; Baltimore County; Maryland,B01003_001,9047,1334,0.044,0.098,0.118,0.494,0.1,21.2,0.039,0.699,9047,2023,0.160272881388664,0.0989637990126454
24005451803,Census Tract 4518.03; Baltimore County; Maryland,B01003_001,4841,637,0.038,0.09,0.026,0.314,0.156,13.6,0.013,0.75,4841,2023,0.101602874696255,0.117852162276788
24005411302,Census Tract 4113.02; Baltimore County; Maryland,B01003_001,4377,357,0.031,0.047,0.043,0.074,0.081,8.2,0.016,0.8,4377,2023,0.0357463099062443,0.122317117183201
24005408200,Census Tract 4082; Baltimore County; Maryland,B01003_001,1870,241,0,0.052,0.057,0.116,0.043,6.7,0.037,0.652,1870,2023,0.091506339609623,0.144447682918588
24005410200,Census Tract 4102; Baltimore County; Maryland,B01003_001,5001,395,0,0.078,0.022,0.075,0.023,3.4,0.033,0.609,5001,2023,0.0537115372717381,0.0916705153469115
24005441102,Census Tract 4411.02; Baltimore County; Maryland,B01003_001,5051,674,0.063,0.171,0.096,0.272,0.137,10.6,0.046,0.619,5051,2023,0.142065674066544,0.146743553683776
24005403802,Census Tract 4038.02; Baltimore County; Maryland,B01003_001,3029,655,0,0.072,0.039,0.126,0,4.4,0.007,0.653,3029,2023,0.050060760229826,0.138600231314635
24005408601,Census Tract 4086.01; Baltimore County; Maryland,B01003_001,4241,547,0.021,0.102,0.045,0.22,0.053,7.8,0.036,0.703,4241,2023,0.0676326677203178,0.106854078917057
24005401505,Census Tract 4015.05; Baltimore County; Maryland,B01003_001,4032,598,0.112,0.175,0.146,0.31,0.267,18.8,0.01,0.564,4032,2023,0.215829655528069,0.172774951548939
24005490900,Census Tract 4909; Baltimore County; Maryland,B01003_001,4881,658,0.06,0.109,0.03,0.44,0.033,4.2,0.054,0.576,4881,2023,0.200436159968376,0.106790735136044
24005403702,Census Tract 4037.02; Baltimore County; Maryland,B01003_001,6419,977,0.018,0.044,0.052,0.401,0.353,29.6,0.046,0.641,6419,2023,0.10891867429018,0.149961895005331
24005430700,Census Tract 4307; Baltimore County; Maryland,B01003_001,5121,795,0.038,0.134,0.081,0.221,0.099,14,0.033,0.737,5121,2023,0.0883553624153137,0.0970899986823085
24005411408,Census Tract 4114.08; Baltimore County; Maryland,B01003_001,3838,546,0.008,0.096,0.067,0.262,0.256,15.4,0.02,0.777,3838,2023,0.0854529067873955,0.208351496873008
24005492300,Census Tract 4923; Baltimore County; Maryland,B01003_001,3229,575,0.071,0.16,0.003,0.288,0.047,7.4,0.011,0.675,3229,2023,0.131352856755257,0.198076899169199
24005451500,Census Tract 4515; Baltimore County; Maryland,B01003_001,4279,784,0.107,0.165,0.065,0.363,0.566,19.1,0.081,0.523,4279,2023,0.292208135128021,0.151828325098848
24005440200,Census Tract 4402; Baltimore County; Maryland,B01003_001,2607,365,0.053,0.143,0.021,0.371,0.059,8.1,0.056,0.658,2607,2023,0.19175098836422,0.14590756410383
24005420303,Census Tract 4203.03; Baltimore County; Maryland,B01003_001,1160,273,0.022,0.171,0,0.236,0.262,33.8,0.193,0.726,1160,2023,0.263112306594849,0.205274862655541
24005401507,Census Tract 4015.07; Baltimore County; Maryland,B01003_001,7089,1348,0.062,0.105,0.165,0.406,0.159,19.4,0.031,0.746,7089,2023,0.147556632757187,0.118025385173884
24005400100,Census Tract 4001; Baltimore County; Maryland,B01003_001,4423,472,0.053,0.297,0.059,0.559,0,9,0.003,0.324,4423,2023,0.462393313646317,0.139413577950824
24005420500,Census Tract 4205; Baltimore County; Maryland,B01003_001,3807,677,0.057,0.134,0.118,0.245,0.178,20.2,0.09,0.599,3807,2023,0.195127367973328,0.230025812027664
24005403801,Census Tract 4038.01; Baltimore County; Maryland,B01003_001,1405,104,0.003,0.117,0.019,0.186,0.078,8.2,0.018,0.575,1405,2023,0.174269825220108,0.155269999258419
24005411410,Census Tract 4114.10; Baltimore County; Maryland,B01003_001,4929,1038,0.045,0.128,0.106,0.252,0.013,2.1,0.024,0.663,4929,2023,0.121069446206093,0.100402865446714
24005402403,Census Tract 4024.03; Baltimore County; Maryland,B01003_001,2177,288,0.054,0.145,0.004,0.338,0.245,18.3,0.056,0.545,2177,2023,0.25086635351181,0.177554197226253
24003740601,Census Tract 7406.01; Anne Arundel County; Maryland,B01003_001,6309,556,0.006,0.076,0.09,0.176,0.007,1.2,0.047,0.768,6309,2023,0.0471805185079575,0.0856135155217177
24003731309,Census Tract 7313.09; Anne Arundel County; Maryland,B01003_001,5560,609,0.027,0.167,0.028,0.202,0.101,11.5,0.052,0.725,5560,2023,0.0748313292860985,0.077038748378037
24003751102,Census Tract 7511.02; Anne Arundel County; Maryland,B01003_001,4307,793,0.013,0.135,0.039,0.301,0.035,5.9,0.041,0.614,4307,2023,0.101117350161076,0.138592096598899
24003730204,Census Tract 7302.04; Anne Arundel County; Maryland,B01003_001,8154,1223,0.053,0.128,0.078,0.256,0.052,5.7,0.033,0.736,8154,2023,0.116943776607513,0.106145332257946
24003740103,Census Tract 7401.03; Anne Arundel County; Maryland,B01003_001,9425,797,0.016,0.115,0.064,0.247,0,2.2,0.059,0.726,9425,2023,0.0887491181492806,0.0525741479220712
24003750102,Census Tract 7501.02; Anne Arundel County; Maryland,B01003_001,2649,379,0.136,0.083,0.1,0.245,0,8.4,0.077,0.713,2649,2023,0.142359659075737,0.265387784565809
24003751103,Census Tract 7511.03; Anne Arundel County; Maryland,B01003_001,5576,663,0.001,0.134,0.009,0.238,0.075,10.3,0.009,0.639,5576,2023,0.0899351537227631,0.123600209239421
24003750804,Census Tract 7508.04; Anne Arundel County; Maryland,B01003_001,4135,771,0.041,0.171,0.059,0.254,0,5.8,0.044,0.673,4135,2023,0.114599727094173,0.137507404329561
24003750900,Census Tract 7509; Anne Arundel County; Maryland,B01003_001,3018,399,0.019,0.149,0.047,0.235,0.168,17.7,0.056,0.732,3018,2023,0.114808589220047,0.146041748692526
24003731307,Census Tract 7313.07; Anne Arundel County; Maryland,B01003_001,5553,510,0,0.114,0.003,0.291,0.01,1.8,0.036,0.731,5553,2023,0.0854910314083099,0.0797993680663181
24003731004,Census Tract 7310.04; Anne Arundel County; Maryland,B01003_001,4182,421,0.013,0.127,0.027,0.208,0.074,8.7,0.069,0.688,4182,2023,0.0734707415103912,0.0855618965380954
24033801003,Census Tract 8010.03; Prince George's County; Maryland,B01003_001,6423,573,0.018,0.077,0.033,0.308,0.136,16.3,0.048,0.709,6423,2023,0.0812186226248741,0.117139915130452
24033802700,Census Tract 8027; Prince George's County; Maryland,B01003_001,2447,690,0.097,0.097,0.119,0.372,0.078,8.5,0.145,0.672,2447,2023,0.22839143872261,0.200467354899075
24033800213,Census Tract 8002.13; Prince George's County; Maryland,B01003_001,3699,525,0.016,0.082,0.098,0.385,0.134,15.3,0.119,0.819,3699,2023,0.143250167369843,0.161250440264821
24033800206,Census Tract 8002.06; Prince George's County; Maryland,B01003_001,3813,581,0.026,0.136,0.063,0.407,0.168,19.7,0.077,0.764,3813,2023,0.163614466786385,0.148740671003649
24033806706,Census Tract 8067.06; Prince George's County; Maryland,B01003_001,3853,525,0.089,0.121,0.178,0.272,0.054,5.5,0.064,0.608,3853,2023,0.17843097448349,0.172035411688861
24033807407,Census Tract 8074.07; Prince George's County; Maryland,B01003_001,6825,922,0.061,0.111,0.242,0.252,0.251,19.2,0.045,0.63,6825,2023,0.13483752310276,0.115107948216171
24033807301,Census Tract 8073.01; Prince George's County; Maryland,B01003_001,3796,504,0.05,0.064,0.195,0.276,0.294,20.5,0.074,0.768,3796,2023,0.132031425833702,0.216846511214016
24033803509,Census Tract 8035.09; Prince George's County; Maryland,B01003_001,3854,423,0.12,0.103,0.165,0.393,0.299,17,0.056,0.77,3854,2023,0.164106816053391,0.206113501669032
24033801411,Census Tract 8014.11; Prince George's County; Maryland,B01003_001,3259,320,0.071,0.085,0.074,0.223,0.059,9.7,0.057,0.696,3259,2023,0.0985419675707817,0.155295448187958
24033801302,Census Tract 8013.02; Prince George's County; Maryland,B01003_001,3210,1190,0.005,0.078,0.005,0.248,0.029,5.7,0.073,0.727,3210,2023,0.101799219846725,0.13404207192108
24033802203,Census Tract 8022.03; Prince George's County; Maryland,B01003_001,4462,856,0.012,0.194,0.057,0.451,0.284,22.4,0.094,0.581,4462,2023,0.243582263588905,0.161797338235877
24033802803,Census Tract 8028.03; Prince George's County; Maryland,B01003_001,5856,904,0.104,0.141,0.069,0.475,0.091,13.8,0.039,0.746,5856,2023,0.181307077407837,0.133878593178128
24033801212,Census Tract 8012.12; Prince George's County; Maryland,B01003_001,4102,1211,0.032,0.063,0.139,0.335,0.039,5.3,0.071,0.665,4102,2023,0.127864554524422,0.128196640066832
24033801215,Census Tract 8012.15; Prince George's County; Maryland,B01003_001,2823,432,0.074,0.093,0.088,0.279,0.049,5.8,0.069,0.766,2823,2023,0.118802383542061,0.142688960852159
24033801500,Census Tract 8015; Prince George's County; Maryland,B01003_001,2385,286,0.163,0.113,0.16,0.392,0.102,10.6,0.142,0.595,2385,2023,0.313876330852509,0.180767496390496
24033800409,Census Tract 8004.09; Prince George's County; Maryland,B01003_001,7047,923,0.011,0.082,0.051,0.298,0.054,10,0.031,0.785,7047,2023,0.0827382504940033,0.079105946723389
24033807305,Census Tract 8073.05; Prince George's County; Maryland,B01003_001,3865,863,0.389,0.164,0.519,0.267,0.499,30.4,0.07,0.729,3865,2023,0.360198646783829,0.159702014761452
24033804802,Census Tract 8048.02; Prince George's County; Maryland,B01003_001,3015,479,0.186,0.073,0.384,0.317,0.091,8.4,0.104,0.807,3015,2023,0.202784553170204,0.173338443551903
24033805909,Census Tract 8059.09; Prince George's County; Maryland,B01003_001,4936,740,0.093,0.053,0.255,0.418,0,4.8,0.081,0.865,4936,2023,0.203953921794891,0.172869601452066
24033802901,Census Tract 8029.01; Prince George's County; Maryland,B01003_001,4042,387,0.075,0.105,0.088,0.579,0.12,18.2,0.264,0.636,4042,2023,0.328314989805222,0.179314840862853
24033803605,Census Tract 8036.05; Prince George's County; Maryland,B01003_001,7504,952,0.139,0.068,0.256,0.275,0.249,25.1,0.085,0.671,7504,2023,0.176383376121521,0.145559730858871
24033803200,Census Tract 8032; Prince George's County; Maryland,B01003_001,2757,488,0.02,0.126,0.098,0.586,0.28,21.9,0.112,0.778,2757,2023,0.295003473758698,0.160725827156497
24033800408,Census Tract 8004.08; Prince George's County; Maryland,B01003_001,7502,1153,0.043,0.061,0.08,0.215,0.021,2.9,0.032,0.697,7502,2023,0.0661746859550476,0.105314114756705
24033803512,Census Tract 8035.12; Prince George's County; Maryland,B01003_001,5839,667,0.008,0.098,0.03,0.386,0.048,7.3,0.036,0.763,5839,2023,0.110595479607582,0.124526038989212
24033800519,Census Tract 8005.19; Prince George's County; Maryland,B01003_001,4094,637,0.033,0.076,0.052,0.366,0.018,3,0.025,0.743,4094,2023,0.102217331528664,0.13678544021536
24033801702,Census Tract 8017.02; Prince George's County; Maryland,B01003_001,4045,637,0.063,0.064,0.094,0.531,0.014,2.3,0.084,0.664,4045,2023,0.176443889737129,0.205436372328133
24033801408,Census Tract 8014.08; Prince George's County; Maryland,B01003_001,3341,428,0.041,0.152,0.122,0.509,0.055,9.9,0.115,0.739,3341,2023,0.189154982566834,0.182611581008379
24033800402,Census Tract 8004.02; Prince George's County; Maryland,B01003_001,5096,529,0.027,0.118,0.042,0.357,0.107,13.6,0.019,0.662,5096,2023,0.11661335080862,0.10095142935547
24033800605,Census Tract 8006.05; Prince George's County; Maryland,B01003_001,5153,599,0.032,0.072,0.009,0.265,0,4.9,0.021,0.607,5153,2023,0.0950851365923882,0.11341391466622
