GEOID,NAME,variable,population,moe,edu_less_than_hs_pct,disability_pct,linguistic_isolation_pct,female_headed_family_pct,child_poverty_pct,child_poverty_moe,unemployment_pct,lf_participation_pct,total_population,year,xgb_pred,smoothed_pred
24025303206,Census Tract 3032.06; Harford County; Maryland,B01003_001,3622,362,0.007,0.088,0,0.111,0.051,6.1,0.007,0.679,3622,2023,0.049142774194479,0.111121235304184
24025301302,Census Tract 3013.02; Harford County; Maryland,B01003_001,8231,1301,0.03,0.129,0.018,0.405,0.201,11.4,0.117,0.799,8231,2023,0.143288299441338,0.0876293799894969
24025303602,Census Tract 3036.02; Harford County; Maryland,B01003_001,3496,304,0.014,0.082,0.026,0.259,0.014,2.2,0.02,0.571,3496,2023,0.0853014141321182,0.108139664454157
24025303502,Census Tract 3035.02; Harford County; Maryland,B01003_001,3313,347,0.017,0.047,0.002,0.138,0,5.3,0.016,0.672,3313,2023,0.0395013391971588,0.127906659756556
24027605401,Census Tract 6054.01; Howard County; Maryland,B01003_001,5250,894,0.022,0.11,0.092,0.401,0.057,7.5,0.017,0.706,5250,2023,0.11661335080862,0.125976119309
24027606704,Census Tract 6067.04; Howard County; Maryland,B01003_001,6703,625,0.027,0.15,0.069,0.384,0.143,12.2,0.049,0.676,6703,2023,0.131386086344719,0.0915967494575475
24510270502,Census Tract 2705.02; Baltimore city; Maryland,B01003_001,3679,571,0.04,0.212,0.008,0.428,0.042,5.1,0.063,0.646,3679,2023,0.218060985207558,0.130261926627369
24510150900,Census Tract 1509; Baltimore city; Maryland,B01003_001,3052,535,0.034,0.151,0.006,0.546,0.092,14.6,0,0.564,3052,2023,0.170153886079788,0.300436324722392
24510250303,Census Tract 2503.03; Baltimore city; Maryland,B01003_001,1842,466,0.095,0.264,0.028,0.416,0.408,25.6,0.061,0.423,1842,2023,0.334085017442703,0.346752879260733
24510271802,Census Tract 2718.02; Baltimore city; Maryland,B01003_001,2188,431,0.053,0.225,0.005,0.581,0.45,29.4,0.119,0.567,2188,2023,0.44231441617012,0.289694825410201
24510120201,Census Tract 1202.01; Baltimore city; Maryland,B01003_001,1842,314,0,0.068,0.015,0.298,0.109,14,0.032,0.714,1842,2023,0.151959359645844,0.250158160845755
24510170300,Census Tract 1703; Baltimore city; Maryland,B01003_001,1941,323,0.087,0.274,0.073,0.648,0.475,26,0.128,0.545,1941,2023,0.514140546321869,0.392816547548818
24510200702,Census Tract 2007.02; Baltimore city; Maryland,B01003_001,1125,393,0.043,0.237,0.012,0.628,0.421,47.4,0.056,0.474,1125,2023,0.425982415676117,0.270181903576262
24510271700,Census Tract 2717; Baltimore city; Maryland,B01003_001,4226,696,0.088,0.254,0.019,0.576,0.41,33.9,0.078,0.55,4226,2023,0.369126737117767,0.254966228278762
24510270600,Census Tract 2706; Baltimore city; Maryland,B01003_001,4170,525,0.018,0.161,0.041,0.428,0.085,12.4,0.067,0.671,4170,2023,0.140426054596901,0.153788007224764
24510261000,Census Tract 2610; Baltimore city; Maryland,B01003_001,2275,534,0.017,0.14,0.043,0.417,0.489,38.7,0.044,0.637,2275,2023,0.185059055685997,0.183452347231835
24510200500,Census Tract 2005; Baltimore city; Maryland,B01003_001,1861,566,0.217,0.295,0.098,0.609,0.599,31.3,0.169,0.635,1861,2023,0.552616536617279,0.365792721959468
24510200800,Census Tract 2008; Baltimore city; Maryland,B01003_001,2096,446,0.089,0.167,0,0.399,0.124,20.1,0.11,0.594,2096,2023,0.250605195760727,0.268625449532722
24510260800,Census Tract 2608; Baltimore city; Maryland,B01003_001,1758,425,0.144,0.146,0.126,0.403,0.347,43.2,0.025,0.733,1758,2023,0.190865725278854,0.187746768697322
24510010500,Census Tract 105; Baltimore city; Maryland,B01003_001,1691,213,0.004,0.101,0.003,0.312,0.111,12.7,0.061,0.777,1691,2023,0.204847723245621,0.198344750306932
24510260403,Census Tract 2604.03; Baltimore city; Maryland,B01003_001,1273,212,0.051,0.169,0.005,0.544,0,46.6,0.048,0.668,1273,2023,0.161599978804588,0.271914346794305
24510270302,Census Tract 2703.02; Baltimore city; Maryland,B01003_001,1878,359,0.008,0.099,0.003,0.479,0.217,20.2,0.054,0.691,1878,2023,0.206815093755722,0.174005424330976
